"model_id","base_id","inference_type","confidence","inference_source"
"0xA50C1A1/Qwen3-14B-Heretic","Qwen/Qwen3-14B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-14B; cardData.base_model_relation=finetune"
"tryumanshow/Qwen3-4B-no-think","Qwen/Qwen3-4B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Base; cardData.base_model_relation=finetune"
"poisson-fish/Phind-CodeLlama-34B-v2-AWQ","Phind/Phind-CodeLlama-34B-v1","finetune","high","openai_inference"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/LCARS_TOP_SCORE","finetune","high","explicit_card | cardData.base_model=LeroyDyer/LCARS_TOP_SCORE; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0","finetune","high","explicit_card | cardData.base_model=LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b","finetune","high","explicit_card | cardData.base_model=LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/LCARS_AI_StarTrek_Computer","finetune","high","explicit_card | cardData.base_model=LeroyDyer/LCARS_AI_StarTrek_Computer; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpyazWeb_AI_DeepMind_Project","finetune","high","explicit_card | cardData.base_model=LeroyDyer/SpyazWeb_AI_DeepMind_Project; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpydazWeb_AI_Swahili_Project","finetune","high","explicit_card | cardData.base_model=LeroyDyer/SpydazWeb_AI_Swahili_Project; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/_Spydaz_Web_AI_MistralStar_001_Project","finetune","high","explicit_card | cardData.base_model=LeroyDyer/_Spydaz_Web_AI_MistralStar_001_Project; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/QuietStar_Project","finetune","high","explicit_card | cardData.base_model=LeroyDyer/QuietStar_Project; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/Mixtral_BioMedical_7b","finetune","high","explicit_card | cardData.base_model=LeroyDyer/Mixtral_BioMedical_7b; cardData.base_model_relation=finetune"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","solidrust/Mixtral_AI_CyberTron_Coder-AWQ","finetune","high","explicit_card | cardData.base_model=LeroyDyer/Mixtral_AI_CyberTron_Coder; cardData.base_model_relation=finetune | validated: base_id 'LeroyDyer/Mixtral_AI_CyberTron_Coder' -> 'solidrust/Mixtral_AI_CyberTron_Coder-AWQ'"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","RichardErkhov/LeroyDyer_-__Spydaz_Web_AI_BIBLE_002-gguf","finetune","high","explicit_card | cardData.base_model=LeroyDyer/_Spydaz_Web_AI_BIBLE_002; cardData.base_model_relation=finetune | validated: base_id 'LeroyDyer/_Spydaz_Web_AI_BIBLE_002' -> 'RichardErkhov/LeroyDyer_-__Spydaz_Web_AI_BIBLE_002-gguf'"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/Mixtral_BioMedical_7b","merge","high","explicit_tag | base_model:merge:LeroyDyer/Mixtral_BioMedical_7b"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/LCARS_TOP_SCORE","merge","high","explicit_tag | base_model:merge:LeroyDyer/LCARS_TOP_SCORE"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0","merge","high","explicit_tag | base_model:merge:LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpydazWeb_AI_Swahili_Project","merge","high","explicit_tag | base_model:merge:LeroyDyer/SpydazWeb_AI_Swahili_Project"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b","merge","high","explicit_tag | base_model:merge:LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/SpyazWeb_AI_DeepMind_Project","merge","high","explicit_tag | base_model:merge:LeroyDyer/SpyazWeb_AI_DeepMind_Project"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/LCARS_AI_StarTrek_Computer","merge","high","explicit_tag | base_model:merge:LeroyDyer/LCARS_AI_StarTrek_Computer"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/_Spydaz_Web_AI_MistralStar_001_Project","merge","high","explicit_tag | base_model:merge:LeroyDyer/_Spydaz_Web_AI_MistralStar_001_Project"
"doktorb/spydazweb_ai_humanai_007.Q6_K.gguf","LeroyDyer/QuietStar_Project","merge","high","explicit_tag | base_model:merge:LeroyDyer/QuietStar_Project"
"dimitribarbot/CodeLlama-13B-Instruct-GPTQ-TensorRT-LLM-RTX-4090","meta-llama/CodeLlama-13b-Instruct-hf","finetune","high","explicit_card | cardData.base_model=meta-llama/CodeLlama-13b-Instruct-hf; cardData.base_model_relation=finetune"
"badmadrad/Mistral-Small-3.1-DRAFT-0.5B-MLX-4bit","alamios/Mistral-Small-3.1-DRAFT-0.5B","finetune","high","explicit_card | cardData.base_model=alamios/Mistral-Small-3.1-DRAFT-0.5B; cardData.base_model_relation=finetune"
"badmadrad/Mistral-Small-3.1-DRAFT-0.5B-MLX-4bit","alamios/Mistral-Small-3.1-DRAFT-0.5B","quantized","high","explicit_tag | base_model:quantized:alamios/Mistral-Small-3.1-DRAFT-0.5B"
"juanwisz/modernbert-python-code-retrieval","answerdotai/ModernBERT-base","finetune","high","explicit_card | cardData.base_model=answerdotai/ModernBERT-base; cardData.base_model_relation=finetune"
"prithivMLmods/Calcium-Opus-14B-Elite2","Qwen/Qwen2.5-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-14B-Instruct; cardData.base_model_relation=finetune"
"LovelyBuggies/2xQwen2.5-Coder-3B-Ettin-Aux","Qwen/Qwen2.5-Coder-3B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-3B; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Qwen-14B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-14B; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Qwen-14B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B"
"EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT","EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code","finetune","high","explicit_card | cardData.base_model=EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code; cardData.base_model_relation=finetune"
"Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int8","Qwen/Qwen2.5-Coder-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-14B-Instruct; cardData.base_model_relation=finetune"
"Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int8","Qwen/Qwen2.5-Coder-14B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct"
"ronantakizawa/codereview-qwen32b","Qwen/Qwen2.5-Coder-32B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-32B-Instruct; cardData.base_model_relation=finetune"
"cerebras/Qwen3-Coder-REAP-363B-A35B","Qwen/Qwen3-Coder-480B-A35B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-Coder-480B-A35B-Instruct; cardData.base_model_relation=finetune"
"tablegpt/TableGPT-R1","Qwen/Qwen3-8B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B; cardData.base_model_relation=finetune"
"TheBloke/CodeLlama-7B-AWQ","codellama/CodeLlama-7b-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-7b-hf; cardData.base_model_relation=finetune"
"TheBloke/CodeLlama-7B-AWQ","codellama/CodeLlama-7b-hf","quantized","high","explicit_tag | base_model:quantized:codellama/CodeLlama-7b-hf"
"InfosysEnterprise/NT-Java-1.1B-GGUF","InfosysEnterprise/NT-Java-1.1B","finetune","high","explicit_card | cardData.base_model=infosys/NT-Java-1.1B; cardData.base_model_relation=finetune | validated: base_id 'infosys/NT-Java-1.1B' -> 'InfosysEnterprise/NT-Java-1.1B'"
"InfosysEnterprise/NT-Java-1.1B-GGUF","InfosysEnterprise/NT-Java-1.1B","quantized","high","explicit_tag | base_model:quantized:InfosysEnterprise/NT-Java-1.1B"
"Solaren/Qwen3-MOE-4x4B-16B-Jan-Polaris-Instruct-Power-House-Q5_K_M-GGUF","mradermacher/Qwen3-MOE-4x4B-16B-Jan-Polaris-Instruct-Power-House-V1.1-i1-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-MOE-4x4B-16B-Jan-Polaris-Instruct-Power-House; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen3-MOE-4x4B-16B-Jan-Polaris-Instruct-Power-House' -> 'mradermacher/Qwen3-MOE-4x4B-16B-Jan-Polaris-Instruct-Power-House-V1.1-i1-GGUF'"
"unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit","Qwen/Qwen2.5-Coder-1.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B-Instruct; cardData.base_model_relation=finetune"
"unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit","Qwen/Qwen2.5-Coder-1.5B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-Coder-1.5B-Instruct"
"morganstanley/qqWen-1.5B-Pretrain","Qwen/Qwen2.5-1.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-1.5B-Instruct; cardData.base_model_relation=finetune"
"nextai-team/apollo-v1-7b","mistralai/Mistral-7B-Instruct-v0.2","finetune","high","explicit_card | cardData.base_model=Mistral-7b-Instruct-0.2; cardData.base_model_relation=finetune | validated: base_id 'Mistral-7b-Instruct-0.2' -> 'mistralai/Mistral-7B-Instruct-v0.2'"
"RedHatAI/granite-3.1-8b-base-FP8-dynamic","ibm-granite/granite-3.1-8b-base","finetune","high","explicit_card | cardData.base_model=ibm-granite/granite-3.1-8b-base; cardData.base_model_relation=finetune"
"RedHatAI/granite-3.1-8b-base-FP8-dynamic","ibm-granite/granite-3.1-8b-base","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-8b-base"
"coder3101/Qwen3-VL-8B-Instruct-heretic","Qwen/Qwen3-VL-8B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-VL-8B-Instruct; cardData.base_model_relation=finetune"
"mradermacher/Qwen3-Shining-Lucy-CODER-2.4B-e32-GGUF","mradermacher/Qwen3-Shining-Lucy-CODER-2.4B-e32-i1-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-Shining-Lucy-CODER-2.4B-e32; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen3-Shining-Lucy-CODER-2.4B-e32' -> 'mradermacher/Qwen3-Shining-Lucy-CODER-2.4B-e32-i1-GGUF'"
"ramblingpolymath/Qwen3-30B-A3B-Thinking-2507-W4A16","Qwen/Qwen3-30B-A3B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-30B-A3B-Thinking-2507; cardData.base_model_relation=finetune"
"ramblingpolymath/Qwen3-30B-A3B-Thinking-2507-W4A16","Qwen/Qwen3-30B-A3B-Thinking-2507","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-30B-A3B-Thinking-2507"
"prithivMLmods/PyThagorean-Tiny","meta-llama/Llama-3.2-1B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.2-1B-Instruct; cardData.base_model_relation=finetune"
"ronantakizawa/higgs-llama-3-70b-awq","bosonai/Higgs-Llama-3-70B","finetune","high","explicit_card | cardData.base_model=bosonai/Higgs-Llama-3-70B; cardData.base_model_relation=finetune"
"Xenova/phi-1_5_dev","susnato/phi-1_5_dev","finetune","high","explicit_card | cardData.base_model=susnato/phi-1_5_dev; cardData.base_model_relation=finetune"
"Xenova/phi-1_5_dev","susnato/phi-1_5_dev","quantized","high","explicit_tag | base_model:quantized:susnato/phi-1_5_dev"
"Mzero17/LLaDA-XDLM","GSAI-ML/LLaDA-8B-Base","finetune","high","explicit_card | cardData.base_model=GSAI-ML/LLaDA-8B-Base; cardData.base_model_relation=finetune"
"AndrewAndrewsen/distilbert-secret-masker","distilbert/distilbert-base-uncased","finetune","high","explicit_card | cardData.base_model=distilbert-base-uncased; cardData.base_model_relation=finetune | validated: base_id 'distilbert-base-uncased' -> 'distilbert/distilbert-base-uncased'"
"AndrewAndrewsen/distilbert-secret-masker","distilbert/distilbert-base-uncased","quantized","high","explicit_tag | base_model:quantized:distilbert/distilbert-base-uncased"
"mradermacher/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER-GGUF","DavidAU/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER; cardData.base_model_relation=finetune"
"mradermacher/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER-GGUF","DavidAU/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER","quantized","high","explicit_tag | base_model:quantized:DavidAU/Qwen3-53B-A3B-2507-TOTAL-RECALL-v2-MASTER-CODER"
"unsloth/Qwen3-VL-2B-Instruct-GGUF","Qwen/Qwen3-VL-2B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-VL-2B-Instruct; cardData.base_model_relation=finetune"
"unsloth/Qwen3-VL-2B-Instruct-GGUF","Qwen/Qwen3-VL-2B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-VL-2B-Instruct"
"RedHatAI/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-32B; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B"
"Dark-V01d12/Qwen2.5-Coder-32B-Instruct","Qwen/Qwen2.5-Coder-32B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-32B; cardData.base_model_relation=finetune"
"tensorblock/wavecoder-ultra-6.7b-GGUF","microsoft/wavecoder-ultra-6.7b","finetune","high","explicit_card | cardData.base_model=microsoft/wavecoder-ultra-6.7b; cardData.base_model_relation=finetune"
"tensorblock/wavecoder-ultra-6.7b-GGUF","microsoft/wavecoder-ultra-6.7b","quantized","high","explicit_tag | base_model:quantized:microsoft/wavecoder-ultra-6.7b"
"TheBloke/CodeLlama-34B-Instruct-GGUF","codellama/CodeLlama-34b-Instruct-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-34b-instruct-hf; cardData.base_model_relation=finetune | validated: base_id 'codellama/CodeLlama-34b-instruct-hf' -> 'codellama/CodeLlama-34b-Instruct-hf'"
"lumolabs-ai/Lumo-DeepSeek-R1-8B","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Llama-8B; cardData.base_model_relation=finetune"
"lumolabs-ai/Lumo-DeepSeek-R1-8B","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Llama-8B"
"np-deploys/Qwen3-VL-4B-Instruct-AWQ-4bit","Qwen/Qwen3-VL-4B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-VL-4B-Instruct; cardData.base_model_relation=finetune"
"np-deploys/Qwen3-VL-4B-Instruct-AWQ-4bit","Qwen/Qwen3-VL-4B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-VL-4B-Instruct"
"TheBloke/WizardCoder-33B-V1.1-GPTQ","WizardLMTeam/WizardCoder-33B-V1.1","finetune","high","explicit_card | cardData.base_model=WizardLM/WizardCoder-33B-V1.1; cardData.base_model_relation=finetune | validated: base_id 'WizardLM/WizardCoder-33B-V1.1' -> 'WizardLMTeam/WizardCoder-33B-V1.1'"
"TheBloke/WizardCoder-33B-V1.1-GPTQ","WizardLMTeam/WizardCoder-33B-V1.1","quantized","high","explicit_tag | base_model:quantized:WizardLMTeam/WizardCoder-33B-V1.1"
"Jchack/Meta-Llama-3.1-8B-uncensored-mirror","meta-llama/Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3.1-8B; cardData.base_model_relation=finetune | validated: base_id 'meta-llama/Meta-Llama-3.1-8B' -> 'meta-llama/Llama-3.1-8B'"
"introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-q6-mlx-mlx-8Bit","introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-128k-ctx-q6-mlx-mlx-8Bit","finetune","high","explicit_card | cardData.base_model=nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-q6-mlx; cardData.base_model_relation=finetune | validated: base_id 'nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-q6-mlx' -> 'introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-128k-ctx-q6-mlx-mlx-8Bit'"
"mradermacher/Qwen3-DD-Darkest-BIG-Jan-Horror-v1-256k-ctx-8B-i1-GGUF","mradermacher/Qwen3-DND-Darkest-BIG-Jan-Horror-v1-256k-ctx-8B-i1-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-DND-Darkest-BIG-Jan-Horror-v1-256k-ctx-8B; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen3-DND-Darkest-BIG-Jan-Horror-v1-256k-ctx-8B' -> 'mradermacher/Qwen3-DND-Darkest-BIG-Jan-Horror-v1-256k-ctx-8B-i1-GGUF'"
"axyn/axe-blade-4b","Qwen/Qwen3-4B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B; cardData.base_model_relation=finetune"
"axyn/axe-blade-4b","Qwen/Qwen3-4B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-4B"
"xanderkage/Qwen2.5-Coder-0.5B-Instruct","Qwen/Qwen2.5-Coder-0.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-0.5B; cardData.base_model_relation=finetune"
"cmp-nct/Qwen3-14B-GGUF","Qwen/Qwen3-14B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-14B; cardData.base_model_relation=finetune"
"cmp-nct/Qwen3-14B-GGUF","Qwen/Qwen3-14B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-14B"
"MaziyarPanahi/japanese-stablelm-instruct-gamma-7b-Mistral-7B-Instruct-v0.1","mistralai/Mistral-7B-Instruct-v0.1","merge","high","openai_inference"
"MaziyarPanahi/japanese-stablelm-instruct-gamma-7b-Mistral-7B-Instruct-v0.1","stabilityai/japanese-stablelm-instruct-gamma-7b","merge","high","openai_inference"
"AOZ2025/AOZGPT-LoRA-Adapters","meta-llama/Llama-2-7b","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-2-7b; cardData.base_model_relation=finetune"
"rafiaa/terraform-cloud-codellama-7b","codellama/CodeLlama-7b-Instruct-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-7b-Instruct-hf; cardData.base_model_relation=finetune"
"rafiaa/terraform-cloud-codellama-7b","codellama/CodeLlama-7b-Instruct-hf","adapter","high","explicit_tag | base_model:adapter:codellama/CodeLlama-7b-Instruct-hf"
"jonlizardo/affine-gpt-oss-120b-light","openai/gpt-oss-120b","finetune","high","explicit_card | cardData.base_model=openai/gpt-oss-120b; cardData.base_model_relation=finetune"
"Esperanto/Mistral-7B-TimeSeriesReasoner","mistralai/Mistral-7B-Instruct-v0.3","finetune","high","explicit_card | cardData.base_model=mistralai/Mistral-7B-Instruct-v0.3; cardData.base_model_relation=finetune"
"afrideva/smol_llama-101M-GQA-python-GGUF","BEE-spoke-data/smol_llama-101M-GQA-python","finetune","high","explicit_card | cardData.base_model=BEE-spoke-data/smol_llama-101M-GQA-python; cardData.base_model_relation=finetune"
"afrideva/smol_llama-101M-GQA-python-GGUF","BEE-spoke-data/smol_llama-101M-GQA-python","quantized","high","explicit_tag | base_model:quantized:BEE-spoke-data/smol_llama-101M-GQA-python"
"ntduc0901/llama3-8b-debugeval-lora","meta-llama/Meta-Llama-3-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3-8B-Instruct; cardData.base_model_relation=finetune"
"ntduc0901/llama3-8b-debugeval-lora","meta-llama/Meta-Llama-3-8B-Instruct","adapter","high","explicit_tag | base_model:adapter:meta-llama/Meta-Llama-3-8B-Instruct"
"aiqtech/granite-4.0-1b","ibm-granite/granite-4.0-1b-base","finetune","high","explicit_card | cardData.base_model=ibm-granite/granite-4.0-1b-base; cardData.base_model_relation=finetune"
"nullrunner/Qwen3-32B-EXL3-4.0bpw","Qwen/Qwen3-32B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-32B; cardData.base_model_relation=finetune"
"nullrunner/Qwen3-32B-EXL3-4.0bpw","Qwen/Qwen3-32B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-32B"
"dfsafdsf/deepseek-r1-distill-qwen-1.5b-java","deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B; cardData.base_model_relation=finetune"
"Redhanuman/Shadow-0.7B","Qwen/Qwen3-0.6B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B; cardData.base_model_relation=finetune"
"Tesslate/Tessa-T1-14B-4bit","Qwen/Qwen2.5-Coder-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-14B-Instruct; cardData.base_model_relation=finetune"
"edbeeching/Qwen3-0.6B-untied","Qwen/Qwen3-0.6B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B-Base; cardData.base_model_relation=finetune"
