"model_id","SE_task_name","SE_activity","se_reasoning"
"Volko76/Qwen2.5-Coder-1.5B-Instruct-5.5bpw-exl2","Coding","Software implementation"," The model card explicitly mentions ""significantly improvements in code generation, code reasoning and code fixing"" and that it ""demonstrates impressive code generation capabilities while retaining general versatility"". The abstract mentions ""code generation, completion, reasoning, and repair,"" and claims that the model ""achiev[es] state-of-the-art (SOTA) performance."" These features fall under the implementation phase of the SDLC."
"Volko76/Qwen2.5-Coder-3B-Instruct-GGUF","Code Generation","Software implementation"," The model card and abstract explicitly mention improvements in code generation, code reasoning, and code fixing, and that the model demonstrates impressive code generation capabilities. These capabilities directly support the process of implementing a software solution through code, thus satisfying the criteria for relevance to the Software Implementation phase."
"Volko76/Qwen2.5-Coder-3B-Instruct-GGUF","Coding","Software implementation"," The model card and abstract explicitly mention improvements in code generation, code reasoning, and code fixing, and that the model demonstrates impressive code generation capabilities. These capabilities directly support the process of implementing a software solution through code, thus satisfying the criteria for relevance to the Software Implementation phase."
"Von-R/VerilogProtoToken","Code Completion","Software implementation"," The model is designed for next-token prediction in Verilog code, assisting developers in writing more efficient and accurate code, which directly contributes to software implementation."""
"WPAI-INC/WPAIGPT-fse-patterns-1","Coding","Software implementation"," The model is specialized for generating structured WordPress Gutenberg Patterns, automating the creation of structured WordPress content, and assisting WordPress developers, which directly supports software implementation."""
"WPAI-INC/WPAIGPT-sql-01","Code Generation","Software implementation"," The model generates SQL queries from natural language requests for WordPress databases, which can be used to add functionality to WordPress plugins and assist developers in creating database queries. This supports the process of implementing a software solution through code."
"Walmart-the-bag/Misted-v2-7B","Coding","Software implementation"," The model card mentions that the model was designed to tackle coding, which falls under the definition of Software Implementation."
"Walmart-the-bag/Misted-v2-7B-gguf","Coding","Software implementation"," The model card explicitly states that the model was designed to tackle coding."
"Wanfq/FuseLLM-7B","Code Generation","Software implementation"," The paper mentions evaluating the model on MultiPL-E, a multilingual programming benchmark to assess code generation performance. Code generation falls directly under software implementation."""
"Wannita/PyCoder","Code Completion","Software implementation"," The model explicitly supports code completion (token-level and line-level) which directly assists developers during software implementation."
"Wannita/baseline_codecompletion","Code Completion","Software implementation"," The model explicitly performs code completion by suggesting the next code tokens from a given context."
"WinkingFace/Mit-ThinkDeeply-0.5B","Code Generation","Software implementation"," The model documentation specifies that it is ""Proficient in Coding"" and ""Trained on 80+ programming languages, including Python, Java, C, C++, JavaScript, and Bash. Also supports specialized languages like Swift and Fortran."" It also has a function-calling capability, which is helpful for interacting with external tools, like APIs."""
"WinkingFace/Mit-ThinkDeeply-0.5B-gguf","Code Generation","Software implementation"," The model card explicitly mentions code generation as a versatile use case and provides evaluation results on code benchmarks like LiveCodeBench, HumanEval, HumanEval+, MBPP, MBPP+, and MultiPL-E, suggesting applicability to software implementation."""
"WisdomShell/CodeShell-7B","Code Generation","Software implementation"," The model card explicitly mentions support for code generation, code defect detection and repair, and fill-in-the-middle functionality, which are all relevant to software implementation."""
"WizardLMTeam/WizardCoder-15B-V1.0","Code Completion","Software implementation"," The model card and paper explicitly mention WizardCoder's capabilities in code generation, achieving high pass@1 scores on benchmarks like HumanEval. This indicates its relevance to the Software Implementation phase, which involves implementing software solutions through code."""
