entity_id,entity_type,issues,status
prithivMLmods/Blitzar-Coder-4B-F.1,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.1,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
ibm-granite/granite-20b-code-base-8k,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_cites_paper,ok
RedHatAI/starcoder2-15b-quantized.w8a16,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
unsloth/Qwen3-VL-32B-Thinking-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
nvidia/Minitron-8B-Base,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper,ok
alecglover/Affine-v11,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
AxionLab-official/DogeAI-v1.5-Coder,Model,created_user_node;user_published_model;model_defined_for,ok
dipikakhullar/olmo-code-sft-7b-lr0.0005,Model,created_user_node;user_published_model;model_defined_for,ok
ibm-granite/granite-3b-code-instruct-128k,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
modularai/replit-code-1.5,Model,created_user_node;user_published_model;model_trained_on;model_trained_on,ok
CheeseCoder/Qwen3-4B-Instruct-2507-heretic-GGUF,Model,created_user_node;user_published_model;model_cites_paper,ok
Salesforce/codet5p-220m-bimodal,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
cerebras/GLM-4.7-REAP-218B-A32B-FP8,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-MOE-4x0.6B-2.4B-Writing-Thunder-V1.1-GGUF,Model,user_published_model,ok
pmistryds/Maya-LLM-v1.0-bm,Model,created_user_node;user_published_model;model_defined_for,ok
TheBloke/Phind-CodeLlama-34B-v2-AWQ,Model,user_published_model;model_defined_for,ok
uukuguy/speechless-sparsetral-mistral-16x7b-MoE,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_paper_stub;model_cites_paper,ok
mradermacher/Qwen3-Deckard-Large-Almost-Human-6B-III-180-OMEGA-i1-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on,ok
CouchCat/ma_sa_v7_distil,Model,created_user_node;user_published_model;model_defined_for,ok
rootsec1/gemma-2B-it-aipi,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
allenai/open-instruct-code-alpaca-7b,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
TIGER-Lab/VisCoder2-32B,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
aiqtech/granite-4.0-1b,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
jburmeister/Phi-3.5-MoE-instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-Yoyo-V4-42B-A3B-Thinking-TOTAL-RECALL-ST-TNG-IV-i1-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on,ok
Locutusque/OpenCerebrum-1.0-7b-DPO,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Mungert/granite-20b-code-base-r1.1-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
GodsDevProject/qwe2.5-coder-Uncensored,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
aayanmishra-ml/Atlas-Flash-1.5B-Preview,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
ammarnasr/codegen-350M-mono-rust,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mahdin70/UnixCoder-Primevul-BigVul,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
ExAi/WhiteRabbitNeo-33B-v1.5-exl2-3.0,Model,created_user_node;user_published_model;model_defined_for,ok
TroyDoesAI/MermaidMistral,Model,user_published_model;model_defined_for,ok
Danielbrdz/Barcenas-2.7b,Model,created_user_node;user_published_model;model_defined_for,ok
nightmedia/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-D-256k-ctx-36B-qx65-mlx,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
lunahr/Hermes-3-Llama-3.2-3B-abliterated,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
soundTeam/Qwen3-VL-12B-Instruct-Brainstorm20x_mlx-hi-8bit,Model,created_user_node;user_published_model;model_defined_for,ok
LH-Tech-AI/Apex-1.5-Coder-Instruct-350M,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on,ok
Maaac/CodeLLaMA-Linux-BugFix,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper,ok
mradermacher/Qwen3-42B-A3B-2507-TOTAL-RECALL-v2-Medium-MASTER-CODER-GGUF,Model,user_published_model,ok
RichardErkhov/milandean_-_Phi-3.5-mini-gguf,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper,ok
deep-analysis-research/test-qwen3-32b,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
wuyuwu/Qwen3-4B,Model,created_user_node;user_published_model;created_task_node;model_defined_for;model_cites_paper,ok
DavidAU/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MASTER-CODER,Model,user_published_model;model_defined_for;model_cites_paper,ok
alibaba-pai/Instruction-Tagger,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
nmcglo/Qwen3-0.6B-rk3588-1.2.2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
refactai/Refact-1_6B-fim,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper,ok
MaziyarPanahi/OpenCodeInterpreter-DS-6.7B-GGUF,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Uthaiah/CodeLlama-34b-Instruct-hf,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
reach-vb/test-lol-lol,Model,created_user_node;user_published_model,ok
vin4xfx/Qwen3.5-397B-A17B,Model,created_user_node;user_published_model;model_defined_for,ok
merileijona/quantumgpt-124m,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
alpindale/GLM-4.6-INT8,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Orion-zhen/phi-4-abliterated,Model,created_user_node;user_published_model;model_defined_for,ok
Tesslate/UIGEN-T1.1-Qwen-14B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Easonnoway/codellama_rq1_sft,Model,user_published_model;model_defined_for,ok
Extremely4606/paligemma24_12_30,Model,created_user_node;user_published_model,ok
codefuse-ai/CodeFuse-CodeLlama-34B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
indischepartij/TinyUltra-4x1.1B-Base-Alpha,Model,created_user_node;user_published_model;model_defined_for,ok
Nan-Do/python-assistant-3b,Model,created_user_node;user_published_model;model_defined_for,ok
Apel-sin/starchat2-15b-v0.1-exl2,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
pankajmathur/orca_mini_v2_13b,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper,ok
Utkarsh524/codellama_misra-c_finetuned_full_model_1,Model,created_user_node;user_published_model;model_cites_paper,ok
EricSpencer00/chattla-20b-gguf,Model,created_user_node;user_published_model,ok
HachiML/Swallow-MS-7b-v0.1-ChatSkill,Model,created_user_node;user_published_model;model_defined_for,ok
mishl/Regex-AI-Llama-3.2-1B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
iknow-lab/0725-ko-genstruct-v0.2-simple-qa,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
qwp4w3hyb/c4ai-command-r-v01-iMat-GGUF,Model,created_user_node;user_published_model,ok
bartowski/starcoder2-15b-instruct-v0.1-exl2,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
SimpleLLM/kode-14b-GGUF,Model,created_user_node;user_published_model;model_defined_for,ok
Gidigi/gidigi_54caa91a_0002,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
huggingface-lc/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit-mxfp4,Model,created_user_node;user_published_model;model_defined_for,ok
TheBloke/WhiteRabbitNeo-13B-GGUF,Model,user_published_model,ok
Ambika14/bge_grievance_classifier-code-B,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper,ok
CISCai/Qwen2.5-Coder-7B-Instruct-SOTA-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
aldigobbler/thinker-1,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper,ok
RichardErkhov/aiXcoder_-_aixcoder-7b-base-gguf,Model,user_published_model,ok
Roman0/Qwen3-4B-Instruct-2507-heretic-v1.2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
models123/c4ai-command-r-08-2024-bnb-4bit,Model,created_user_node;user_published_model;model_defined_for,ok
ThomasBaruzier/Qwen2.5-Coder-1.5B-Instruct-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
RichardErkhov/suriya7_-_Gemma-2B-Finetuned-Python-Model-gguf,Model,user_published_model,ok
raxcore-dev/rax-4,Model,created_user_node;user_published_model;model_defined_for,ok
aravind0x7/codegen-350M-baably,Model,created_user_node;user_published_model;model_cites_paper,ok
mm-tool/MyAwesomeModel-TestRepo,Model,created_user_node;user_published_model;model_defined_for,ok
surogate/Qwen3-4B-Base,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Esperanto/Mistral-7B-TimeSeriesReasoner,Model,created_user_node;user_published_model;created_task_node;model_defined_for;created_paper_stub;model_cites_paper,ok
TheBloke/Tulu-7B-SuperHOT-8K-GGML,Model,user_published_model;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
jncraton/Phi-3-mini-4k-instruct-ct2-int8,Model,created_user_node;user_published_model;model_defined_for,ok
RedHatAI/Sparse-Llama-3.1-8B-evolcodealpaca-2of4-quantized.w4a16,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
unsloth/Qwen3-Coder-30B-A3B-Instruct-1M-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
srswti/bodega-vertex-4b,Model,created_user_node;user_published_model;model_defined_for,ok
akiray1/Qwen3-8B-rope175-2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-ST-The-Next-Generation-II-FreakStorm2-E32-v1-256k-ctx-6B-GGUF,Model,user_published_model;model_trained_on,ok
gtandon/ft_llama3_1_swe_bench,Model,created_user_node;user_published_model,ok
codellama/CodeLlama-70b-Instruct-hf,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
fantos/GLM-4.6,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
qualcomm/Qwen2.5-1.5B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Salesforce/codet5p-220m-py,Model,user_published_model;model_cites_paper,ok
priftil/ethereum-smart-contract-vulnerability-detection,Model,created_user_node;user_published_model,ok
trustvare/trustvare-mbox-duplicate-remover,Model,created_user_node;user_published_model,ok
ewhk9887/merged-deepseek-r1-with-python,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
benediktstroebl/Qwen3-14B-unsloth-bnb-4bit,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
MyeongHo0621/eeve-vss-smh,Model,created_user_node;user_published_model;model_defined_for,ok
RichardErkhov/MaziyarPanahi_-_calme-2.3-llama3.1-70b-gguf,Model,user_published_model,ok
Satyam-Singh/UniVerse-LLaVA-4-Ultra,Model,created_user_node;user_published_model;model_defined_for,ok
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,Model,user_published_model;model_defined_for;model_cites_paper,ok
professorf/phi-1-gguf,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
gultar/OpenHermes-Llama-3b-GGUF,Model,created_user_node;user_published_model;model_trained_on,ok
CarperAI/diff-codegen-6b-v2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-Instruct-F16-6B-Brainstorm20x-i1-GGUF,Model,user_published_model,ok
honicky/pythia-14m-hdfs-logs,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen2.5-Wolverine-CODER-11B-128k-ctx-i1-GGUF,Model,user_published_model,ok
Neo111x/Falcon3-3B-Instruct-RL-CODE-RL,Model,created_user_node;user_published_model,ok
mradermacher/Qwen3-Almost-Human-Y1-LIN-7B-GGUF,Model,user_published_model;model_trained_on,ok
bigcode/starcoder2-15b-instruct-v0.1,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_paper_stub;model_cites_paper,ok
anchorzhonglucen/MyAwesomeModel-TestRepo,Model,created_user_node;user_published_model;model_defined_for,ok
StevesInfinityDrive/DeepSeek-R1-Distill-Qwen-1.0B,Model,created_user_node;user_published_model,ok
